product_name,product_link,shop_name,shop_link,price,est_mo_sales,est_mo_revenue,est_total_sales,reviews,listing_age,favorites,avg_reviews,views,category,description_character_count,shop_age,visibility_score,conversion_rate,total_shop_sales,tags,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,image_path
"Neon Sign Custom Name, Rustic Name Neon Sign, Custom Neon Sign Battery Operated, Neon Sign Custom Wedding, Custom Led Neon Sign For Wedding",https://www.etsy.com/listing/1525802002/neon-sign-custom-name-rustic-name-neon,EndlesslandDesign,https://www.etsy.com/shop/EndlesslandDesign,228,78,17709,1040,240,13 Mo.,3189,18,91325,Weddings,,21,100,1.14,7214,"Wedding Neon Sign,Neon Sign Custom,neon sign,custom neon sign,led lights,personalized gifts,wedding gifts,neon sign wall decor,family name sign,wedding decor,home decor and gifts,engagement gifts,wedding sign",Wedding Neon Sign,Neon Sign Custom,neon sign,custom neon sign,led lights,personalized gifts,wedding gifts,neon sign wall decor,family name sign,wedding decor,home decor and gifts,engagement gifts,wedding sign,../data/images/Neon_Sign_Custom_Name__Rustic_Name_Neon_Sign__Cust.png
"Cat Wall Furniture, Modern Cat Wall Shelves, Cat Wall Bed, Cat Bridge, Cat Steps, Cat Tower, Cat Play Furniture",https://www.etsy.com/listing/1711283700/cat-wall-furniture-modern-cat-wall,HammerWoodWorkingCo,https://www.etsy.com/shop/HammerWoodWorkingCo,264,67,17688,270,40,4 Mo.,3217,10,89007,Pet Supplies,,12,100,0.3,371,"cat shelves,cat tower,cat wall bed,cat steps,cat wall shelf,pets furniture,pet house,cat flat steps,cat gym,cat walking shelf,cat bridge,cat wall furniture,cat wall shelves",cat shelves,cat tower,cat wall bed,cat steps,cat wall shelf,pets furniture,pet house,cat flat steps,cat gym,cat walking shelf,cat bridge,cat wall furniture,cat wall shelves,../data/images/Cat_Wall_Furniture__Modern_Cat_Wall_Shelves__Cat_W.png
"Personalized 20oz Vacation Tumbler, Custom Travel Mug, Beach Tumbler, Stainless Steel Mug, Girls Weekend Gift, Laser Engraved Tumbler",https://www.etsy.com/listing/1681862496/personalized-20oz-vacation-tumbler,StepCraftStudio,https://www.etsy.com/shop/StepCraftStudio,24,730,17681,4402,609,6 Mo.,1429,101,98834,Home & Living,,14,100,4.45,17838,"Tumbler,Personalized Beach,Beach Tumbler,Girls Trip,Vacation Tumbler,Girls Weekend Gift,Bridesmaid gifts,Bachelorette Gifts,Personalize Tumbler,Girls Trip Gift,20oz Tumbler,Custom Tumbler,Travel Mug",Tumbler,Personalized Beach,Beach Tumbler,Girls Trip,Vacation Tumbler,Girls Weekend Gift,Bridesmaid gifts,Bachelorette Gifts,Personalize Tumbler,Girls Trip Gift,20oz Tumbler,Custom Tumbler,Travel Mug,../data/images/Personalized_20oz_Vacation_Tumbler__Custom_Travel_.png
"Personalized Puppy Picture Ornament, Custom Dog Ornament, Christmas Gifts, Gift For Dog Owners, Gift For Pet Lovers, Christmas Ornament",https://www.etsy.com/listing/1570896940/personalized-puppy-picture-ornament,USShoppingLand,https://www.etsy.com/shop/USShoppingLand,20,893,17681,9826,2675,11 Mo.,5675,243,201832,Home & Living,,32,100,4.87,23119,"Custom Dog Ornament,Christmas Gifts,Personalize Ornament,Puppy Ornament,Picture Ornament,Gift For Dog Owners,Gift For Pet Lovers,Christmas Ornament,New Pet Ornament,Acrylic Ornament,Ceramic Ornament,Holiday Ornament,Memorial Ornament",Custom Dog Ornament,Christmas Gifts,Personalize Ornament,Puppy Ornament,Picture Ornament,Gift For Dog Owners,Gift For Pet Lovers,Christmas Ornament,New Pet Ornament,Acrylic Ornament,Ceramic Ornament,Holiday Ornament,Memorial Ornament,../data/images/Personalized_Puppy_Picture_Ornament__Custom_Dog_Or.png
"FINISHED red hood suit for cosplay, redhood armor, batman series",https://www.etsy.com/listing/1777799625/finished-red-hood-suit-for-cosplay,Meleniya,https://www.etsy.com/shop/Meleniya,680,26,17680,26,2,1 Mo.,190,2,0,Accessories,,7,100,0.48,311,"red hood cosplay,red hood armor,red hood suit,red hood helmet,red hood costume",red hood cosplay,red hood armor,red hood suit,red hood helmet,red hood costume,--,--,--,--,--,--,--,--,../data/images/FINISHED_red_hood_suit_for_cosplay__redhood_armor_.png
"Personalized gift for him Key holder with your photo, personalized photo keychain, custom picture key chain, Best Grandpa gifts",https://www.etsy.com/listing/1018190481/personalized-gift-for-him-key-holder,TimelessLeatherShop,https://www.etsy.com/shop/TimelessLeatherShop,36,491,17676,19670,4852,40 Mo.,38037,121,812028,Accessories,,40,100,2.42,30970,"leather keychain,photo key holder,first time dad gift,gift from wife,personalized gifts,daddy birthday gift,photo men keychain,custom key fob,gifts for boyfriend,gift for him,grandpa gifts,mens gift,dad keychain",leather keychain,photo key holder,first time dad gift,gift from wife,personalized gifts,daddy birthday gift,photo men keychain,custom key fob,gifts for boyfriend,gift for him,grandpa gifts,mens gift,dad keychain,../data/images/Personalized_gift_for_him_Key_holder_with_your_pho.png
"Personalized Family Christmas Stockings,2024 Embroidered Christmas Stocking,Knitted Stockings With Name,Monogram Stocking,Holiday Decor Gift",https://www.etsy.com/listing/1779163697/personalized-family-christmas,LuckFamilyCrafts,https://www.etsy.com/shop/LuckFamilyCrafts,12,1438,17644,1438,29,1 Mo.,1135,29,0,Home & Living,,2,0,0.0,1736,"Knitted Stockings,Stockings Decor,Christmas Stockings,Family Stockings,Christmas Gifts,Stockings With Names,Knit Stocking,Red Stockings,Name Stocking,Monogram Stockings,Holiday Stockings,2024 Stockings",Knitted Stockings,Stockings Decor,Christmas Stockings,Family Stockings,Christmas Gifts,Stockings With Names,Knit Stocking,Red Stockings,Name Stocking,Monogram Stockings,Holiday Stockings,2024 Stockings,--,../data/images/Personalized_Family_Christmas_Stockings_2024_Embro.png
"Limited Astarion Baldurs Gate 3 Girl Dinner Vintage T-Shirt, Gift For Women and Man Unisex T-Shirt",https://www.etsy.com/listing/1552926264/limited-astarion-baldurs-gate-3-girl,midagenx,https://www.etsy.com/shop/midagenx,42,420,17640,5083,1271,12 Mo.,8985,105,164851,Clothing,,30,100,3.08,24804,"Baldurs Gate 3 Shirt,Dnd Shirt Men,Dungeon Master Shirt,Baldurs Gate 2,Video Games,dtf shirt transfers,dtf transfers custom,game shirt birthday,Astarion High Elf,Astarion Rogue Shirt,Baldurs Gate 3 Merch,Dungeon and Dragon,game shirts for kids",Baldurs Gate 3 Shirt,Dnd Shirt Men,Dungeon Master Shirt,Baldurs Gate 2,Video Games,dtf shirt transfers,dtf transfers custom,game shirt birthday,Astarion High Elf,Astarion Rogue Shirt,Baldurs Gate 3 Merch,Dungeon and Dragon,game shirts for kids,../data/images/Limited_Astarion_Baldurs_Gate_3_Girl_Dinner_Vintag.png
Foldable Charcuterie Snack Bar Collapsible Wooden Table Mobile Display Cart,https://www.etsy.com/listing/1758251068/foldable-charcuterie-snack-bar,EmatikCarts,https://www.etsy.com/shop/EmatikCarts,490,36,17640,36,3,1 Mo.,151,3,5696,Home & Living,,26,100,0.63,72,"Charcuterie,Snack Bar,Foldable Table,Catering Cart,Tosti Bar,Charcuterie Cart,Charcuterie Table,Portable Cart",Charcuterie,Snack Bar,Foldable Table,Catering Cart,Tosti Bar,Charcuterie Cart,Charcuterie Table,Portable Cart,--,--,--,--,--,../data/images/Foldable_Charcuterie_Snack_Bar_Collapsible_Wooden_.png
14k Solid Gold Personalized Bar Tag Necklace • Vertical Bars Initials Anniversary Gift for Wife • Minimalist Engraved Name/Date Tag Pendant,https://www.etsy.com/listing/1264523222/14k-solid-gold-personalized-bar-tag,GoldenCoreJewelry,https://www.etsy.com/shop/GoldenCoreJewelry,40,441,17640,11109,3149,25 Mo.,21677,125,618279,Jewelry,,29,100,1.8,30376,"PersonalizedNecklace,Handmade Pendant,Handmade Tag Gift,Rectangular Tag,Triple Tag Pendant,Gift For Mom,Mom Children Names,Gold Mini Tags Gift,Dainty Name,Personalized Gift,Silver Gift For Her,Name Date Gift,Best Friend Gift",PersonalizedNecklace,Handmade Pendant,Handmade Tag Gift,Rectangular Tag,Triple Tag Pendant,Gift For Mom,Mom Children Names,Gold Mini Tags Gift,Dainty Name,Personalized Gift,Silver Gift For Her,Name Date Gift,Best Friend Gift,../data/images/14k_Solid_Gold_Personalized_Bar_Tag_Necklace___Ver.png
"Full Year Pre-K Curriculum, Preschool Curriculum, Monthly Learning Packet, Preschool Lesson Plans, Preschool Workbook, Pre K Lesson Plans",https://www.etsy.com/listing/1745297958/full-year-pre-k-curriculum-preschool,ABPrintablePreschool,https://www.etsy.com/shop/ABPrintablePreschool,95,185,17575,371,16,2 Mo.,398,8,12624,Toys & Games,,3,100,2.94,695,"preschool curriculum,Pre-K Curriculum,Preschool Review,Preschool Printables,Preschool Worksheets,Learning Worksheets,Preschool Math,Preschool Literacy,Full Year Curriculum,Handwriting Practice,Preschool Lessons,sight words,busy book",preschool curriculum,Pre-K Curriculum,Preschool Review,Preschool Printables,Preschool Worksheets,Learning Worksheets,Preschool Math,Preschool Literacy,Full Year Curriculum,Handwriting Practice,Preschool Lessons,sight words,busy book,../data/images/Full_Year_Pre_K_Curriculum__Preschool_Curriculum__.png
"Custom Shirt With Picture, Custom Shirt With Photo, Custom Picture Tshirt, Custom Tee With Picture, Customize Shirt",https://www.etsy.com/listing/1401905659/custom-shirt-with-picture-custom-shirt,Ostuni,https://www.etsy.com/shop/Ostuni,28,431,17575,2374,366,20 Mo.,666,18,53177,Clothing,,23,100,4.46,30849,"Photo Shirt,Custom Photo Shirt,Customize Shirt",Photo Shirt,Custom Photo Shirt,Customize Shirt,--,--,--,--,--,--,--,--,--,--,../data/images/Custom_Shirt_With_Picture__Custom_Shirt_With_Photo.png
"Personalized Leather Toiletry Bag, Anniversary Gift for him, Dopp Kit Men, Personalized Groomsmen gift, gifts for dad, Customized Gift man",https://www.etsy.com/listing/799605341/personalized-leather-toiletry-bag,MirageLeather,https://www.etsy.com/shop/MirageLeather,36,488,17568,26031,5604,53 Mo.,13738,105,481586,Bags & Purses,,123,100,5.41,75662,"personalized leather,gift for him,custom toiletry bag,Mens toiletry bag,groomsmen gift,wedding gift,husband gift,graduation gifts,gifts for dad,anniversary gift for,best gift,fathers day gift,Mens gift",personalized leather,gift for him,custom toiletry bag,Mens toiletry bag,groomsmen gift,wedding gift,husband gift,graduation gifts,gifts for dad,anniversary gift for,best gift,fathers day gift,Mens gift,../data/images/Personalized_Leather_Toiletry_Bag__Anniversary_Gif.png
"Whiskey Decanter Anniversary Gifts for Boyfriend - Gift for Husband, Anniversary Gift, Bourbon Decanter for Men, Decanter, Whiskey Glasses",https://www.etsy.com/listing/784388655/whiskey-decanter-anniversary-gifts-for,HisCorner,https://www.etsy.com/shop/HisCorner,55,322,17559,17605,3558,54 Mo.,32762,65,934037,Home & Living,,83,100,1.89,206909,"Whiskey Decanter,Whiskey Glasses,Decanter,Anniversary Gift,Gifts for Men,Gifts for Him,Gift for Men,Boyfriend,Birthday Gift,for Husband,Custom Whiskey,Decanter Set,Personalize Decanter",Whiskey Decanter,Whiskey Glasses,Decanter,Anniversary Gift,Gifts for Men,Gifts for Him,Gift for Men,Boyfriend,Birthday Gift,for Husband,Custom Whiskey,Decanter Set,Personalize Decanter,../data/images/Whiskey_Decanter_Anniversary_Gifts_for_Boyfriend__.png
"Personalized Floral Wine Glass with Lid - Stylish, Elegant, Tailored Gift for Newlyweds, Charming Party Favor",https://www.etsy.com/listing/1681302502/personalized-floral-wine-glass-with-lid,HundredHeartsShop,https://www.etsy.com/shop/HundredHeartsShop,27,661,17556,3986,362,6 Mo.,4149,60,112847,Weddings,,37,100,3.53,15492,"Maid of Honor Gift,Bridesmaid Tumblers,Personalized Gift,Bridesmaid Bottles,Wedding Gifts,Best Wedding Gifts,Bridesmaid Gift Idea,Gift for Her,Gift for Bridesmaid,Bridesmaid Flute,Personalized Bottle,Bridesmaid Gifts,Bride Party Supply",Maid of Honor Gift,Bridesmaid Tumblers,Personalized Gift,Bridesmaid Bottles,Wedding Gifts,Best Wedding Gifts,Bridesmaid Gift Idea,Gift for Her,Gift for Bridesmaid,Bridesmaid Flute,Personalized Bottle,Bridesmaid Gifts,Bride Party Supply,../data/images/Personalized_Floral_Wine_Glass_with_Lid___Stylish_.png
"Baguette Birthstone Ring,Custom Birthstone Ring,14K Gold Ring,Personalized Ring,Stackable Ring,Mothers Ring,Bridesmaid gift,Gift For Mom",https://www.etsy.com/listing/1567805458/baguette-birthstone-ringcustom,EnosJewelry,https://www.etsy.com/shop/EnosJewelry,48,368,17554,4063,773,11 Mo.,12378,70,292958,Jewelry,,14,100,1.39,7825,"Personalized Ring,14k gold ring,baguette Ring,birthstone ring,engagement ring,sterling silver ring,Gift for wife,minimalist ring,mothers ring,baguette birthstone,Birthday Gift,Gift For Mom,Gift For Girlfriend",Personalized Ring,14k gold ring,baguette Ring,birthstone ring,engagement ring,sterling silver ring,Gift for wife,minimalist ring,mothers ring,baguette birthstone,Birthday Gift,Gift For Mom,Gift For Girlfriend,../data/images/Baguette_Birthstone_Ring_Custom_Birthstone_Ring_14.png
Harris Walz embroidered Camo Hat Camouflage Caps Kamala & Tim 2024 campaign Caps Harris Walz DNC Rally Hat Coach Tim Walz for Vice President,https://www.etsy.com/listing/1776174819/harris-walz-embroidered-camo-hat,PremiumKoalaTee,https://www.etsy.com/shop/PremiumKoalaTee,30,586,17551,586,82,1 Mo.,140,82,9138,Accessories,,127,100,6.41,58475,"Kamala Harris,Vote for Kamala,Kamala and Joe Hat,Democratic Party,Madam President,Presidential,Campaign hats,November,Vote blue 2024,Tim Walz VP,Let's Win This,Harris Walz 2024,Midwest Princess",Kamala Harris,Vote for Kamala,Kamala and Joe Hat,Democratic Party,Madam President,Presidential,Campaign hats,November,Vote blue 2024,Tim Walz VP,Let's Win This,Harris Walz 2024,Midwest Princess,../data/images/Harris_Walz_embroidered_Camo_Hat_Camouflage_Caps_K.png
Personalized Baby Lovey • New Baby Gift • Organic Rattle •  Embroidered Animal Lovey • Custom Baby Shower Toy • Monogrammed Security Blanket,https://www.etsy.com/listing/1566440048/personalized-baby-lovey-new-baby-gift,leOrganix,https://www.etsy.com/shop/leOrganix,34,520,17550,5762,1417,11 Mo.,15148,128,390125,Toys & Games,,22,100,1.48,8946,"crochet toy,baby toy,baby lovey,muslin toy,baby shower gift,montessori toy,baby lion,baby bunny,baby deer,baby bear,soothing toy,infant toy,easter",crochet toy,baby toy,baby lovey,muslin toy,baby shower gift,montessori toy,baby lion,baby bunny,baby deer,baby bear,soothing toy,infant toy,easter,../data/images/Personalized_Baby_Lovey___New_Baby_Gift___Organic_.png
"Custom Wedding Neon Sign, Battery Operated Upgrade Available | Wedding Neon Sign for Reception | LED Acrylic Sign with Free Dimmer",https://www.etsy.com/listing/1275663804/custom-wedding-neon-sign-battery,VibeyDesignCo,https://www.etsy.com/shop/VibeyDesignCo,131,135,17538,3369,751,25 Mo.,3599,30,200823,Weddings,,38,100,1.7,11864,"neon sign custom,neon name  sign,name neon sign,custom neon sign,neon sign wedding,wedding decor,neon sign light,neon sign bedroom,neon sign battery,last name neon sign,wedding neon sign,personalised neon,neon LED sign",neon sign custom,neon name  sign,name neon sign,custom neon sign,neon sign wedding,wedding decor,neon sign light,neon sign bedroom,neon sign battery,last name neon sign,wedding neon sign,personalised neon,neon LED sign,../data/images/Custom_Wedding_Neon_Sign__Battery_Operated_Upgrade.png
"How Hard Can it Be? Boys Do it Kamala Harris 2024 Shirt, Kamala 2024, Madam President, Vote for Women, Feminist, Team Kamala, Election 2024",https://www.etsy.com/listing/1753690640/how-hard-can-it-be-boys-do-it-kamala,ElizaDollarStore,https://www.etsy.com/shop/ElizaDollarStore,17,1033,17530,2067,174,2 Mo.,2233,87,65967,Clothing,,36,100,3.13,9965,"how hard can it be,boys do it shirt,boys do it kamala,boys do it election,boys do it harris,tiktok election,madam president,funny kamala shirt,kamala 2024 shirt,kamala meme shirt,vote harris,feminist election,girl power shirt",how hard can it be,boys do it shirt,boys do it kamala,boys do it election,boys do it harris,tiktok election,madam president,funny kamala shirt,kamala 2024 shirt,kamala meme shirt,vote harris,feminist election,girl power shirt,../data/images/How_Hard_Can_it_Be__Boys_Do_it_Kamala_Harris_2024_.png
"Kamala Harris Shirt, Madam President 2024, Womens Vote Shirt, Democrat Voting Shirt, Presidential Election Tee, Political Candidate Campaign",https://www.etsy.com/listing/1753669884/kamala-harris-shirt-madam-president-2024,ElizaDollarStore,https://www.etsy.com/shop/ElizaDollarStore,17,1033,17530,2079,175,2 Mo.,2068,87,64597,Clothing,,36,100,3.22,9965,"Kamala Harris Shirt,Election 2024 Shirt,Female President Tee,I'm Speaking Kamala,Us Rally 2024 Shirt,Kamala Rally Shirt,Madam President Tee,President Kamala Tee,Subtle Kamala Harris,Kamalaism Shirt,Commala Shirt,Girl Power Shirt,It's About Madam",Kamala Harris Shirt,Election 2024 Shirt,Female President Tee,I'm Speaking Kamala,Us Rally 2024 Shirt,Kamala Rally Shirt,Madam President Tee,President Kamala Tee,Subtle Kamala Harris,Kamalaism Shirt,Commala Shirt,Girl Power Shirt,It's About Madam,../data/images/Kamala_Harris_Shirt__Madam_President_2024__Womens_.png
Baby Announcement Sign with Birth Stats | Footprint Sign For Newborn | Baby Name Reveal | Personalized Baby Name Sign | Sign For Hospital,https://www.etsy.com/listing/1461541396/baby-announcement-sign-with-birth-stats,CozyZoneDesignUS,https://www.etsy.com/shop/CozyZoneDesignUS,23,754,17493,12075,2834,16 Mo.,16575,177,559265,Accessories,,21,100,2.16,16554,"BIRTH ANNOUNCEMENT,BABY NAME SIGN,BABY SIGN NURSERY,BIRTH STATS,BIRTH STATS SIGN,BABY SHOWER GIFT,MOM TO BE GIFT,SIGN WITH BABY NAME,BABY ANNOUNCEMENT,HOSPITAL DOOR HANGER,FOOTPRINT SIGN,BABY FOOTPRINT SIGN,SIGN FOR BABY FEET",BIRTH ANNOUNCEMENT,BABY NAME SIGN,BABY SIGN NURSERY,BIRTH STATS,BIRTH STATS SIGN,BABY SHOWER GIFT,MOM TO BE GIFT,SIGN WITH BABY NAME,BABY ANNOUNCEMENT,HOSPITAL DOOR HANGER,FOOTPRINT SIGN,BABY FOOTPRINT SIGN,SIGN FOR BABY FEET,../data/images/Baby_Announcement_Sign_with_Birth_Stats___Footprin.png
"Extremely Powerful 5G EMF orgonite protection necklace, Solar quartz Crystal pendant 18k Gold! Gift for him, Gift for her, Manifest Together",https://www.etsy.com/listing/1597969278/extremely-powerful-5g-emf-orgonite,FormedandForged,https://www.etsy.com/shop/FormedandForged,142,123,17466,1236,464,10 Mo.,9439,46,208291,Jewelry,,27,100,0.6,3335,"crystal pendant,crystal necklace,emf necklace,orgonite jewelry,emf protection,pendant necklace,protection necklace,manifestation,orgonite pendant,gift for him,gift for her,crystal necklaces,gemstone necklace",crystal pendant,crystal necklace,emf necklace,orgonite jewelry,emf protection,pendant necklace,protection necklace,manifestation,orgonite pendant,gift for him,gift for her,crystal necklaces,gemstone necklace,../data/images/Extremely_Powerful_5G_EMF_orgonite_protection_neck.png
"Baby Girl Gifts, Personalized Baby Shower Basket, Boy Gift Toys Storage Cotton Rope Custom Name Organizer Nursery Newborn Knitting Baptism",https://www.etsy.com/listing/1748542393/baby-girl-gifts-personalized-baby-shower,BabyShowerBasket,https://www.etsy.com/shop/BabyShowerBasket,45,388,17444,1178,170,3 Mo.,1851,56,40908,Bath & Beauty,,119,100,2.88,5881,"baby shower gift,baby girl gift,baby boy gift,Gifts for Boys,baby shower basket,Custom Rope Baskets,Monogram Baby Gift,Personalized Basket,New Baby Gift,Baby Gift,name basket,Toys Storage,custom name basket",baby shower gift,baby girl gift,baby boy gift,Gifts for Boys,baby shower basket,Custom Rope Baskets,Monogram Baby Gift,Personalized Basket,New Baby Gift,Baby Gift,name basket,Toys Storage,custom name basket,../data/images/Baby_Girl_Gifts__Personalized_Baby_Shower_Basket__.png
"Real Framed Death&#39;s Head Moth Acherontia White Skull, Frame Dried Butterfly Skull Moth  Taxadermy, Insect Wall Art Gothic Halloween Decor",https://www.etsy.com/listing/1266531588/real-framed-deaths-head-moth-acherontia,Vinacreations4,https://www.etsy.com/shop/Vinacreations4,77,228,17442,5766,1694,25 Mo.,55319,67,461288,Home & Living,,45,100,1.25,34965,"butterfly lover,frame insect,real insect Bug,real butterflies,dried butterflies,skull moth,Death heads moth,silence of the lambs,Framed butterfly,black gothic decor,taxidermy curiosity,halloween decor gift,moody home decor",butterfly lover,frame insect,real insect Bug,real butterflies,dried butterflies,skull moth,Death heads moth,silence of the lambs,Framed butterfly,black gothic decor,taxidermy curiosity,halloween decor gift,moody home decor,../data/images/Real_Framed_Death__39_s_Head_Moth_Acherontia_White.png
"Wedding Song Lyrics Engraved, Wooden Anniversary Gift, First Dance Lyrics, 5th Anniversary, Wood Anniversary, Wedding Gift, 1st Anniversary",https://www.etsy.com/listing/841369872/wedding-song-lyrics-engraved-wooden,RevivalWoodworking,https://www.etsy.com/shop/RevivalWoodworking,114,153,17440,7499,1569,49 Mo.,7871,32,238600,Weddings,,73,100,3.14,21082,"Engraved Song,Wooden Anniversary,First Dance Lyrics,5th Anniversary,Wood Anniversary,Personalized Wedding,1st Anniversary Gift,First Anniversary,Custom Anniversary,Wedding Song Lyrics,Wood Wedding Gift,Personalized Gift,Rustic wedding gift",Engraved Song,Wooden Anniversary,First Dance Lyrics,5th Anniversary,Wood Anniversary,Personalized Wedding,1st Anniversary Gift,First Anniversary,Custom Anniversary,Wedding Song Lyrics,Wood Wedding Gift,Personalized Gift,Rustic wedding gift,../data/images/Wedding_Song_Lyrics_Engraved__Wooden_Anniversary_G.png
"Custom Vinyl Lyrics Framed Canvas Art Print with Photo, Personalized Wedding Gift, Gift for Her Custom Song Lyrics Wall Art First Dance Song",https://www.etsy.com/listing/1716629404/custom-vinyl-lyrics-framed-canvas-art,GlamjewelsArt,https://www.etsy.com/shop/GlamjewelsArt,81,214,17420,869,150,4 Mo.,1211,37,34940,Art & Collectibles,,13,100,2.49,1506,"framed wall art,canvas print art,canvas wall art,lyrics print custom,personalized gift,custom music gift,first dance song,wedding anniversary,custom song lyrics,wedding song art,custom vinyl lyrics,song wall art print,first dance gift",framed wall art,canvas print art,canvas wall art,lyrics print custom,personalized gift,custom music gift,first dance song,wedding anniversary,custom song lyrics,wedding song art,custom vinyl lyrics,song wall art print,first dance gift,../data/images/Custom_Vinyl_Lyrics_Framed_Canvas_Art_Print_with_P.png
Custom Neon Sign | Neon Sign | Room Decor | LED Neon Light| Neon Bar Sign| Neon Bedroom Sign | Neon Light | Wedding Neon | Personalized Gift,https://www.etsy.com/listing/1189955105/custom-neon-sign-neon-sign-room-decor,WestNinthVintage,https://www.etsy.com/shop/WestNinthVintage,52,335,17420,10135,2363,30 Mo.,110658,78,2696764,Home & Living,,139,100,0.38,56253,"custom neon sign,neon sign,neon sign custom,custom led sign,custom neon,neon light,custom sign,led sign,neon,room decor,led sign custom,wedding neon sign,personalized gifts",custom neon sign,neon sign,neon sign custom,custom led sign,custom neon,neon light,custom sign,led sign,neon,room decor,led sign custom,wedding neon sign,personalized gifts,../data/images/Custom_Neon_Sign___Neon_Sign___Room_Decor___LED_Ne.png
Personalized New Home Ornament - New Home Christmas Ornament - Wreath New House Ornament,https://www.etsy.com/listing/880686516/personalized-new-home-ornament-new-home,Keptsake,https://www.etsy.com/shop/Keptsake,20,871,17403,41022,8004,47 Mo.,16054,170,511711,Home & Living,,61,100,8.02,456628,"new home ornament,new home keepsake,christmas address,new address ornament,green botanical,blue botanical,botanical ornament,christmas new home,new house ornament,new home christmas,personalized home",new home ornament,new home keepsake,christmas address,new address ornament,green botanical,blue botanical,botanical ornament,christmas new home,new house ornament,new home christmas,personalized home,--,--,../data/images/Personalized_New_Home_Ornament___New_Home_Christma.png
"Make America Nice Again Harris Walz comfort colors shirt, Kamala rally shirt, feminism shirt, vote for Kamala democratic election 2024",https://www.etsy.com/listing/1762264448/make-america-nice-again-harris-walz,SweetOneStudio,https://www.etsy.com/shop/SweetOneStudio,40,437,17401,437,91,1 Mo.,1153,91,29966,Clothing,,28,100,1.46,15068,"democrat campaign,election shirt tee,elect kamala harris,harris 2024 shirt,harris walz shirt,kamala harris shirt,kamala rally t-shirt,kamala walz shirt,president harris tee,tim walz shirt,vote kamala t shirt,comfort colors,coach walz",democrat campaign,election shirt tee,elect kamala harris,harris 2024 shirt,harris walz shirt,kamala harris shirt,kamala rally t-shirt,kamala walz shirt,president harris tee,tim walz shirt,vote kamala t shirt,comfort colors,coach walz,../data/images/Make_America_Nice_Again_Harris_Walz_comfort_colors.png
"MULTIPLE NAME NECKLACE, Family Necklace, Children Names Necklace, Mom Necklace, Kids Name Necklace, Minimalist",https://www.etsy.com/listing/1042132712/multiple-name-necklace-family-necklace,GlamourJewelryHouse,https://www.etsy.com/shop/GlamourJewelryHouse,27,644,17388,24640,4517,38 Mo.,25471,118,837769,Jewelry,,50,100,2.94,142530,"Multiple name,Name necklace,child name necklace,kids name necklace,mom necklace,children necklace,4 names necklace,3 NAMES NECKLACE,DOUBLE NAME NECKLACE,personalize necklace,handmade jewelry,family name necklace,grandma gift",Multiple name,Name necklace,child name necklace,kids name necklace,mom necklace,children necklace,4 names necklace,3 NAMES NECKLACE,DOUBLE NAME NECKLACE,personalize necklace,handmade jewelry,family name necklace,grandma gift,../data/images/MULTIPLE_NAME_NECKLACE__Family_Necklace__Children_.png
"14k Gold Bar Urn Necklace | Cremation Ash Holder Necklace, 3D Vertical Bar Engraved Urn Necklace, Keepsake Pendant for Human Ash & Pet Hair",https://www.etsy.com/listing/1612365307/14k-gold-bar-urn-necklace-cremation-ash,DionJewel,https://www.etsy.com/shop/DionJewel,334,52,17368,537,205,10 Mo.,1999,20,65025,Jewelry,,46,100,0.83,10422,"Cremation Necklace,Ash Holder Necklace,Engraved Urn Pendant,Pet Hair pendant,Ash Keepsake Pendant,14k Gold Bar Pendant,Urn Necklace,Vertical Bar Pendant,bar urn necklace,memorial necklace,pet loss necklace,grief necklace,mother baby ashes",Cremation Necklace,Ash Holder Necklace,Engraved Urn Pendant,Pet Hair pendant,Ash Keepsake Pendant,14k Gold Bar Pendant,Urn Necklace,Vertical Bar Pendant,bar urn necklace,memorial necklace,pet loss necklace,grief necklace,mother baby ashes,../data/images/14k_Gold_Bar_Urn_Necklace___Cremation_Ash_Holder_N.png
"Last Name Wood Sign, Family Name Sign Wood, Large Wedding Last Name Sign, Hedge Backdrop Sign, Backdrop Name, Hedge Wall Sign, Wedding Sign",https://www.etsy.com/listing/1490192109/last-name-wood-sign-family-name-sign,HeritageSignCo,https://www.etsy.com/shop/HeritageSignCo,43,156,17333,1015,189,16 Mo.,2089,11,91849,Weddings,,44,100,1.12,50701,"Last Name Wood Sign,Family Name Sign,Name Sign Wood,Hedge Backdrop Sign,Backdrop Name,Hedge Wall Sign,Wedding Sign,Family Name Signs,Large Wedding Sign,Last Name Sign,Wood Name Sign,Reception Sign,Wedding Backdrop",Last Name Wood Sign,Family Name Sign,Name Sign Wood,Hedge Backdrop Sign,Backdrop Name,Hedge Wall Sign,Wedding Sign,Family Name Signs,Large Wedding Sign,Last Name Sign,Wood Name Sign,Reception Sign,Wedding Backdrop,../data/images/Last_Name_Wood_Sign__Family_Name_Sign_Wood__Large_.png
